ID,EN_TITLE,JP_TITLE,CLEAN_TITLE,LANGUAGE,ARTIST,GROUP_NAME,CATEGORY,PARODY,CHARACTER,TAGS,PAGES,UPLOAD_DATE,FORMATTED_DATE,SCRAPED_DATE
651946,[LittlePencil (えむみやにゃむ)] りとるぺんしる ひとくちえっち詰め合わせ本Vol.1 -ふたなりちゃんオンリー-,[LittlePencil (えむみやにゃむ)] りとるぺんしる ひとくちえっち詰め合わせ本Vol.1 -ふたなりちゃんオンリー-,りとるぺんしる ひとくちえっち詰め合わせ本Vol.1 -ふたなりちゃんオンリー-,japanese,emumiya nyamu,littlepencil,doujinshi,,,"maid, futanari, twintails",12,2026-05-23 06:53:49,2026-05-23 06:53:49,2026-05-24 14:12:23
651947,[私が一番かわいい (俄雨)] ふた勇者 そして敗北へ…,[私が一番かわいい (俄雨)] ふた勇者 そして敗北へ…,ふた勇者 そして敗北へ…,japanese,niwakaame,watashi ga ichiban kawaii,doujinshi,,,futanari,41,2026-05-23 06:56:20,2026-05-23 06:56:20,2026-05-24 14:12:36
651948,[ふるわた] 引きこもりのお姉さんは物足りない!!,[ふるわた] 引きこもりのお姉さんは物足りない!!,引きこもりのお姉さんは物足りない!!,japanese,,,doujinshi,,,"futanari, very long hair",41,2026-05-23 06:59:02,2026-05-23 06:59:02,2026-05-24 14:12:49
651949,[塩分高め (塩澤)] 何故か僕のチンチンを狙ってくるTS同級生 ～一軍ヤンキー君がどうして僕のような陰キャオタクに！?～,[塩分高め (塩澤)] 何故か僕のチンチンを狙ってくるTS同級生 ～一軍ヤンキー君がどうして僕のような陰キャオタクに！?～,何故か僕のチンチンを狙ってくるTS同級生 ～一軍ヤンキー君がどうして僕のような陰キャオタクに！?～,japanese,,,doujinshi,,,"big breasts, gender change",33,2026-05-23 07:01:07,2026-05-23 07:01:07,2026-05-24 14:13:19
651950,[MilKTPPs (KayoPlus)] 急に生えたチンポは親友に搾りまくられる件,[MilKTPPs (KayoPlus)] 急に生えたチンポは親友に搾りまくられる件,急に生えたチンポは親友に搾りまくられる件,japanese,,,doujinshi,,,futanari,41,2026-05-23 07:03:40,2026-05-23 07:03:40,2026-05-24 14:13:31
651951,[Kyou mo Genki datta (Sukobu Suginaka)] yume janai to ii ne [Digital],[きょうもげんきだった (酢昆布杉中)] 夢じゃないといいね [DL版],yume janai to ii ne,japanese,,,doujinshi,,,"futanari, big breasts, females only, yuri, sole female, sole dickgirl, smalldom, dickgirl on female",19,2026-05-23 07:04:56,2026-05-23 07:04:56,2026-05-24 14:13:42
651952,[Nanahara Mitsuru] Oji-san ga Muchikko ni Ecchi na Koto o Oshieru Hanashi Jou | 油膩大叔教給純潔小姑娘色色知識的故事 上巻 [Chinese],[七原みつる] オジサンが無知っ娘にエッチなこと♡を教える話・上  [中国翻訳],Oji-san ga Muchikko ni Ecchi na Koto o Oshieru Hanashi Jou | 油膩大叔教給純潔小姑娘色色知識的故事 上巻,"translated, chinese",nanahara mitsuru,,doujinshi,,,"schoolgirl uniform, multi-work series, mosaic censorship, dilf, bbm, sole female, sole male, rough translation",43,2026-05-23 07:07:35,2026-05-23 07:07:35,2026-05-24 14:13:56
651953,[笹石トウマ] 危険技: おチンポブラッシング,[笹石トウマ] 危険技: おチンポブラッシング,危険技: おチンポブラッシング,japanese,,sasaishi touma,doujinshi,,,"femdom, mouth mask",45,2026-05-23 07:10:15,2026-05-23 07:10:15,2026-05-24 14:14:08
651954,[へる巣] ふたなり生徒会長の性事情I,[へる巣] ふたなり生徒会長の性事情I,ふたなり生徒会長の性事情I,japanese,,,doujinshi,,,futanari,29,2026-05-23 07:12:08,2026-05-23 07:12:08,2026-05-24 14:14:20
651955,[Menoko] Strange Girl + Anecon + Eikatsu! ~Eikyuu  Shuushoku Katsudou~ + Kurumi no Himitsu  [Digital] [ENGLISH],,Strange Girl + Anecon + Eikatsu! ~Eikyuu  Shuushoku Katsudou~ + Kurumi no Himitsu,"english, translated",menoko,,manga,,,"big breasts, rough translation",272,2026-05-23 07:27:56,2026-05-23 07:27:56,2026-05-24 14:14:33
651956,[深田拓士] 完熟人妻日記（Chinese）【更新中】,,完熟人妻日記（Chinese）【更新中】,"translated, chinese",fukada takushi,,manga,,,"milf, big breasts",119,2026-05-23 07:34:46,2026-05-23 07:34:46,2026-05-24 14:14:44
651957,"[Harusawa] Henyou Suru Oyako Etsuraku ni Mezameru Karada, Yokubou ni Ochiru Kokoro [Digital]  [ENGLISH]",,"Henyou Suru Oyako Etsuraku ni Mezameru Karada, Yokubou ni Ochiru Kokoro",english,harusawa,,manga,,,"milf, big breasts, netorare, schoolgirl uniform, ffm threesome, dark skin, gyaru-oh, fingering, blowjob, oyakodon, twintails",197,2026-05-23 07:46:33,2026-05-23 07:46:33,2026-05-24 14:14:58
651958,[榊歌丸] 妻の寝取られ記念日（Chinese）【更新中】,,妻の寝取られ記念日（Chinese）【更新中】,"translated, chinese",sakaki utamaru,,manga,,,"big breasts, netorare, cheating, dilf, bbm, bald",46,2026-05-23 07:49:44,2026-05-23 07:49:44,2026-05-24 14:15:10
651959,[Zombie to Yukaina Nakamatachi (Super Zombie)] P-katsu Joshi Maita Sono Baai Episode 2 [English] [Digital],P活女子まいたその場合,P-katsu Joshi Maita Sono Baai Episode 2,"english, translated",super zombie,zombie to yukaina nakamatachi,doujinshi,,,"sole female, sole male",62,2026-05-23 07:53:36,2026-05-23 07:53:36,2026-05-24 14:15:24
651960,[おめちょ] 都会っ子奉納初体験（Chinese）,,都会っ子奉納初体験（Chinese）,"translated, chinese",omecho,,manga,,,,21,2026-05-23 07:55:22,2026-05-23 07:55:22,2026-05-24 14:15:38
651961,[はちの八八] 新婚女教師犯す（Chinese）【更新中】,,新婚女教師犯す（Chinese）【更新中】,"japanese, translated, chinese",hachi no hachihachi,,doujinshi,,,"glasses, stockings, teacher, manga",40,2026-05-23 07:57:42,2026-05-23 07:57:42,2026-05-24 14:16:01
651962,(Futaket 12) [Kasetsu Yousai (Kamata)] Dress Game [Chinese] [黄记汉化组],(ふたけっと12) [仮設要塞 (かまた)] ドレスゲエム [中国翻訳],Dress Game,"translated, chinese",kamata,kasetsu yousai,doujinshi,,,"futanari, lolicon, dickgirl on male",17,2026-05-23 08:01:00,2026-05-23 08:01:00,2026-05-24 14:16:13
651963,[Hoonter] Breaking Summer [English],,Breaking Summer,english,hoonter,,doujinshi,,,"futanari, monster girl, snake girl, demon girl, full color, double penetration, beach",12,2026-05-23 08:01:58,2026-05-23 08:01:58,2026-05-24 14:16:24
651964,[NABURU] Katei Homon [Digital]  [ENGLISH],,Katei Homon,"english, translated",tanaka naburu | naburu,,manga,,,"tankoubon, rough translation",198,2026-05-23 08:13:59,2026-05-23 08:13:59,2026-05-24 14:16:37
651965,"[MAFIC (Choukutetsushitsugan)] Ma Mama Kari Moto Mahou Shoujo no Mama, Akuochi Hairan Koubi [Chinese] [COW个人汉化]",[MAFIC (超苦鉄質岩)] 魔ママ狩リ 元魔法少女のママ、悪堕ち排卵交尾 [中国翻訳],"Ma Mama Kari Moto Mahou Shoujo no Mama, Akuochi Hairan Koubi","translated, chinese",choukutetsushitsugan,mafic,doujinshi,,,big breasts,52,2026-05-23 08:17:17,2026-05-23 08:17:17,2026-05-24 14:16:51
651966,[Eng] Personality Excretion Monastery Ch.1,[もう] 排神狂会 人格排泄修道院 第1話,Personality Excretion Monastery Ch.1,"english, translated",mou,,doujinshi,,,"futanari, forniphilia, big breasts, nun, corruption, emotionless sex, anal, defloration, mind control, masked face, multi-work series, petrification, beauty mark, personality excretion",36,2026-05-23 08:19:42,2026-05-23 08:19:42,2026-05-24 14:17:03
651967,"[Futamine Kobito] Tooi Kimi ni, Boku wa Todokanai - I can_t reach you, far away. [Digital] [ENGLISH]",,"Tooi Kimi ni, Boku wa Todokanai - I can_t reach you, far away.","english, translated",futamine kobito,,manga,,,"big breasts, anal, tankoubon, rough translation",242,2026-05-23 08:34:35,2026-05-23 08:34:35,2026-05-24 14:17:15
651968,[Steel Mayonnaise (Higuchi Isami)] Nikumiko no Utage Juuichi ~Ingyaku no Kyouka Ni~ [Chinese] [Digital],[Steel Mayonnaise (ひぐちいさみ)] 肉巫女の宴 拾壱 ～淫虐の狂禍 弐～ [中国翻訳] [DL版],Nikumiko no Utage Juuichi ~Ingyaku no Kyouka Ni~,"translated, chinese",higuchi isami,steel mayonnaise,doujinshi,,,"miko, twintails, extraneous ads",33,2026-05-23 08:36:57,2026-05-23 08:36:57,2026-05-24 14:17:27
651969,[Nishikawa Kou] Imouto Meikko Hatsujou-chuu [Digital] [ENGLISH],,Imouto Meikko Hatsujou-chuu,"english, translated",nishikawa kou,,manga,,,"schoolgirl uniform, niece, tankoubon, stockings, sister, daughter, rough translation",192,2026-05-23 08:48:31,2026-05-23 08:48:31,2026-05-24 14:17:40
651970,[Egyptsobaya (Taikou)] ミンミン打破 (Shingeki no Kyojin) [Digital],[エジプトそば屋 (タイコウ)] ミンミン打破 (進撃の巨人) [DL版],ミンミン打破,japanese,taikou,egyptsobaya,doujinshi,shingeki no kyojin | attack on titan,armin arlert,"males only, yaoi, tomgirl",10,2026-05-23 08:49:22,2026-05-23 08:49:22,2026-05-24 14:17:53
651971,"[Metro Notes (Tsumetoro)] Ja, Kyou kara Otaku-kun wa Watashi-tachi no Karepitte Koto de! [Decensored] [Digital]",[めとろのーつ (つめとろ)] じゃ、今日からオタクくんは私たちの彼ピってことで! [無修正][DL版],"Ja, Kyou kara Otaku-kun wa Watashi-tachi no Karepitte Koto de!",japanese,tsumetoro,metro notes,doujinshi,,,"virginity, big breasts, schoolboy uniform, group, glasses, uncensored, big ass, schoolgirl uniform, ffm threesome, femdom, defloration, pantyhose, gyaru, sole male, eye-covering bang",56,2026-05-23 08:52:45,2026-05-23 08:52:45,2026-05-24 14:18:09
651972,[Hiroshiki] Mou... Hentai [With Digital Exclusive Bonus] [Digital] [ENGLISH],,Mou... Hentai,"english, translated",hiroshiki,,manga,,,"big breasts, swimsuit, mmf threesome, group, schoolgirl uniform, dog girl, ffm threesome, tankoubon, stockings, paizuri, stewardess, blowjob, tail plug, kemonomimi, petplay, multimouth blowjob, rough translation",196,2026-05-23 09:04:26,2026-05-23 09:04:26,2026-05-24 14:18:21
651973,[越山弱衰] ミステリーボックス -秘蜜の箱- [中国翻訳][無修正][鄰居toby去碼+机翻][DL版],[越山弱衰] ミステリーボックス -秘蜜の箱- [中国翻訳][DL版],ミステリーボックス -秘蜜の箱-,"translated, chinese",etuzan jakusui,,doujinshi,,,"milf, kissing, big breasts, emotionless sex, uncensored, nakadashi, huge breasts, hairy, x-ray, full color, lingerie, sole female, sole male, pixie cut, rough translation, transparent clothing",33,2026-05-23 09:06:41,2026-05-23 09:06:41,2026-05-24 14:18:32
651974,[Yoshiura Kazuya] Toriko Jikake -Trapped in her smile. [Digital] [ENGLISH],,Toriko Jikake -Trapped in her smile.,"english, translated",yoshiura kazuya,,manga,,,"milf, sweating, kissing, big breasts, cunnilingus, schoolboy uniform, netorare, cheating, schoolgirl uniform, anal, sex toys, hairy, dark skin, double penetration, tankoubon, pantyhose, gyaru, paizuri, blowjob, ponytail, apparel bukkake, rough translation, nipple stimulation, bathing room",199,2026-05-23 09:18:33,2026-05-23 09:18:33,2026-05-24 14:18:45
651975,[Tetsuna] Shikiyoku no Kyoushitsu to Ikenie Shoujo [Digital] [ENGLISH],,Shikiyoku no Kyoushitsu to Ikenie Shoujo,"english, translated",tetsuna,,manga,,,"mmf threesome, group, story arc, schoolgirl uniform, nakadashi, anal, sex toys, ffm threesome, harem, tracksuit, ghost, exhibitionism, defloration, double penetration, tankoubon, stockings, fingering, school swimsuit, blowjob, ponytail, very long hair, anal intercourse, rough translation",178,2026-05-23 09:29:15,2026-05-23 09:29:15,2026-05-24 14:19:04
651976,飞机杯女神连线中 Wireless Onahole - Chapter 96 机翻 先行版,Wireless Onahole - Chapter 96 西语版,飞机杯女神连线中 Wireless Onahole - Chapter 96 机翻 先行版,"translated, chinese",,,manga,,,"full censorship, webtoon, rough translation",14,2026-05-23 09:30:34,2026-05-23 09:30:34,2026-05-24 14:19:18
651977,"[reco (nururi)] Crossdresser and Virgin [English] {Doomed Scans, Yengli} [Digital]",女装子と童貞,Crossdresser and Virgin,"english, translated",,,doujinshi,,,"anal, crossdressing, males only, yaoi, pantyhose, tomgirl, anal intercourse",48,2026-05-23 09:34:02,2026-05-23 09:34:02,2026-05-24 14:19:30
651978,"[Tareme Sijou Syugi (Kamanbeer)] Sweet Nuts, One More Bite (Blue Archive) [Digital]","[垂れ目至上主義 (かまんべーる)] Sweet Nuts, One More Bite (ブルーアーカイブ) [DL版]","Sweet Nuts, One More Bite",japanese,kamanbeer,tareme sijou syugi,doujinshi,blue archive,"natsu yutori, sensei","sole female, sole male, halo",20,2026-05-23 09:35:25,2026-05-23 09:35:25,2026-05-24 14:19:43
651979,[NOMIYAGUMI (Ichinomiya)] Junjou Renjou Hatsujou Kitsune -6- (Blue Archive) [Digital],[ノミヤ組 (一ノ宮)] 純情♥恋情発情狐 -6- (ブルーアーカイブ) [DL版],Junjou Renjou Hatsujou Kitsune -6-,japanese,ichinomiya,nomiyagumi,doujinshi,blue archive,"sensei, wakamo kosaka","multi-work series, stockings, collar, fox girl, sole female, sole male, kemonomimi, tail, gloves, very long hair, painted nails, halo",25,2026-05-23 09:37:05,2026-05-23 09:37:05,2026-05-24 14:19:56
651980,[NOMIYAGUMI (Ichinomiya)] Junjou Renjou Hatsujou Kitsune -5- (Blue Archive) [Digital],[ノミヤ組 (一ノ宮)] 純情♥恋情発情狐 -5- (ブルーアーカイブ) [DL版],Junjou Renjou Hatsujou Kitsune -5-,japanese,ichinomiya,nomiyagumi,doujinshi,blue archive,"sensei, wakamo kosaka","kimono, multi-work series, fox girl, sole female, sole male, kemonomimi, tail, halo",70,2026-05-23 09:41:18,2026-05-23 09:41:18,2026-05-24 14:20:10
651981,千面避役君与闪焰王牌酱｜Artist：苔おじさん｜Ace的个人汉化｜（Pokemon）（Chinese）,,千面避役君与闪焰王牌酱｜Artist：苔おじさん｜Ace的个人汉化｜（Pokemon）（Chinese）,"japanese, translated, chinese",,,doujinshi,pokemon | pocket monsters,cinderace,rough translation,10,2026-05-23 09:42:08,2026-05-23 09:42:08,2026-05-24 14:20:23
651982,[夢際玉虫] 人鱼姬 2,,人鱼姬 2,"japanese, translated, chinese",,yumegiwa tamamuci,doujinshi,one piece,"roronoa zoro, sanji vinsmoke","males only, yaoi",34,2026-05-23 09:44:08,2026-05-23 09:44:08,2026-05-24 14:20:34
651983,[R.G.B]倾听妮可的心声 (BlueArchive) [Chinese] [AB哥个人汉化],[R.G.B]吉野ニコと「安心する音」 (ブルーアーカイブ),倾听妮可的心声,"japanese, translated, chinese",,,manga,blue archive,"sensei, niko yoshino","fox girl, kemonomimi",14,2026-05-23 09:45:15,2026-05-23 09:45:15,2026-05-24 14:20:48
651984,[KIOKS] 315569261second,,315569261second,"japanese, translated, chinese",,kioks,doujinshi,one piece,"roronoa zoro, sanji vinsmoke","males only, yaoi",89,2026-05-23 09:50:25,2026-05-23 09:50:25,2026-05-24 14:21:01
651985,[かみか堂 (銀曜ハル)] セックススマートフォン～ハーレム学園編,,セックススマートフォン～ハーレム学園編,"japanese, translated, chinese",ginyou haru,kamikadou,doujinshi,,,,329,2026-05-23 10:09:08,2026-05-23 10:09:08,2026-05-24 14:21:19
651986,tweet,,tweet,"japanese, translated, chinese",,,doujinshi,one piece,"roronoa zoro, shimotsuki kuina",,53,2026-05-23 10:12:24,2026-05-23 10:12:24,2026-05-24 14:21:39
651987,tweet,,tweet,japanese,,,doujinshi,one piece,"roronoa zoro, shimotsuki kuina",,60,2026-05-23 10:15:58,2026-05-23 10:15:58,2026-05-24 14:21:53
651988,[チンパン部] ヤバい叔父 [Gemin機翻],,ヤバい叔父,"translated, chinese",chinpan,chinpan-bu,doujinshi,,,"big breasts, netorare, dilf, bbm, bald, ponytail",107,2026-05-23 10:22:32,2026-05-23 10:22:32,2026-05-24 14:22:05
651989,neverland supernova,,neverland supernova,"japanese, translated, chinese",,,doujinshi,one piece,"roronoa zoro, shimotsuki kuina",,32,2026-05-23 10:24:32,2026-05-23 10:24:32,2026-05-24 14:22:20
651990,[とろ箱屋] 莉奥奈尔篇【BCS个人机翻润色汉化】,[とろ箱屋] riオネル编 本编,莉奥奈尔篇【BCS个人机翻润色汉化】,"translated, chinese",,torobakoya,doujinshi,,,"corruption, rough translation",30,2026-05-23 10:26:28,2026-05-23 10:26:28,2026-05-24 14:22:32
651991,[Nadayui] Oshiri no Ana de Dake dakara... | 唯有後庭花開時… [Chinese] [機翻人幫幫我漢化] [Digital],[なだゆい] おしりの穴でだけだから... [中国翻訳] [DL版],Oshiri no Ana de Dake dakara... | 唯有後庭花開時…,"translated, chinese",nadayui,,doujinshi,,,"squirting, milf, netorare, story arc, cheating, enema, urination, nakadashi, ahegao, anal, sex toys, gaping, fingering, blowjob, sole female, sole male, beauty mark, focus anal, anal intercourse, rough translation",100,2026-05-23 10:32:14,2026-05-23 10:32:14,2026-05-24 14:22:45
651992,風よ唸れ道を示せ,,風よ唸れ道を示せ,"japanese, translated, chinese",,,doujinshi,one piece,"roronoa zoro, shimotsuki kuina",,69,2026-05-23 10:36:18,2026-05-23 10:36:18,2026-05-24 14:22:59
651993,[U羅漢] 爆乳ママと義理の息子たち [Chinese],[U羅漢] 爆乳ママと義理の息子たち [Chinese],爆乳ママと義理の息子たち,"translated, chinese",urakan,,doujinshi,,,"inseki, milf, big breasts, mmf threesome, netorare, cheating, mother, full color, incest, shotacon, sole female, bathing room",32,2026-05-23 10:42:44,2026-05-23 10:42:44,2026-05-24 14:23:11
651994,[のばらあいこ] YOUR SONG,,YOUR SONG,"japanese, translated, chinese",,,doujinshi,one piece,"roronoa zoro, sanji vinsmoke, shimotsuki kuina",males only,48,2026-05-23 10:45:45,2026-05-23 10:45:45,2026-05-24 14:23:22
651995,My childhood friend is a mature transvestite,幼なじみは熟オカマ,My childhood friend is a mature transvestite,"japanese, english, translated",chinzurena,chinzuri bop,doujinshi,,,"scat, bbw, schoolgirl uniform, nakadashi, shemale, stockings, sole male, male on dickgirl, sole dickgirl, twintails, low scat, rough translation",18,2026-05-23 10:47:08,2026-05-23 10:47:08,2026-05-24 14:23:42
651996,[のばらあいこ] ほーしゅつ？しなさい,,ほーしゅつ？しなさい,"japanese, translated, chinese",,,doujinshi,one piece,"roronoa zoro, sanji vinsmoke, shimotsuki kuina",,34,2026-05-23 10:49:18,2026-05-23 10:49:18,2026-05-24 14:23:56
651997,(C106) [Tougall Kai (Kairakuen Umeka)] Ninja Girl Killer Girl (Ninja to Koroshiya no Futarigurashi) [AI漢化],(C106) [東ガル会 (快楽園梅香)] ニンジャガールキラーガール (忍者と殺し屋のふたりぐらし) [中国翻訳],Ninja Girl Killer Girl,"translated, chinese",kairakuen umeka,tougall kai,doujinshi,ninja to koroshiya no futarigurashi,"konoha koga, satoko kusagakure","cunnilingus, females only, glasses, yuri, rough translation",23,2026-05-23 10:50:55,2026-05-23 10:50:55,2026-05-24 14:24:10
651998,[のばらあいこ] ほーしゅつ？しなさい,,ほーしゅつ？しなさい,japanese,,,doujinshi,one piece,"roronoa zoro, sanji vinsmoke, shimotsuki kuina",,42,2026-05-23 10:54:03,2026-05-23 10:54:03,2026-05-24 14:24:22
651999,[KIOKS] いばらのうえでうたを 1,,いばらのうえでうたを 1,"japanese, translated, chinese",,kioks,doujinshi,one piece,"roronoa zoro, sanji vinsmoke",yaoi,64,2026-05-23 10:57:37,2026-05-23 10:57:37,2026-05-24 14:24:39
652000,[KIOKS] いばらのうえでうたを 2,,いばらのうえでうたを 2,"japanese, translated, chinese",,kioks,doujinshi,one piece,"roronoa zoro, sanji vinsmoke",yaoi,77,2026-05-23 11:02:06,2026-05-23 11:02:06,2026-05-24 14:24:54
652001,[CHINZURI BOP (チンズリーナ)] Boku no Iinari Oba-san | My obedient aunt [English],[CHINZURI BOP (チンズリーナ)] ぼくのいいなりおばさん♂ [英訳],Boku no Iinari Oba-san | My obedient aunt,"english, translated",chinzurena,chinzuri bop,doujinshi,,,"big breasts, bbw, prostate massage, anal, shemale, incest, rimjob, shotacon, sole male, male on dickgirl, anal intercourse, rough grammar",18,2026-05-23 11:05:51,2026-05-23 11:05:51,2026-05-24 14:25:05
652002,[夢際玉虫] Meeting Fox,,Meeting Fox,"japanese, translated, chinese",,yumegiwa tamamuci,doujinshi,one piece,"roronoa zoro, sanji vinsmoke",yaoi,35,2026-05-23 11:08:26,2026-05-23 11:08:26,2026-05-24 14:25:17
652003,[夢際玉虫] おとぎの森のとらきつね,,おとぎの森のとらきつね,"japanese, translated, chinese",,yumegiwa tamamuci,doujinshi,one piece,"roronoa zoro, sanji vinsmoke","yaoi, kemonomimi",29,2026-05-23 11:10:15,2026-05-23 11:10:15,2026-05-24 14:25:30
652004,Let's have sex at the beach with my futanari girlfriend ♡,ふたなり彼女と海でイこっ♡,Let's have sex at the beach with my futanari girlfriend ♡,"japanese, english, translated",tokimachi eisei,,doujinshi,,,"futanari, big breasts, swimsuit, anal, bikini, sole male, dickgirl on male, male on dickgirl, sole dickgirl, anal intercourse, rough translation, full-packaged futanari",50,2026-05-23 11:13:28,2026-05-23 11:13:28,2026-05-24 14:25:45
652005,[夢際玉虫] とらきつね,,とらきつね,"japanese, translated, chinese",,yumegiwa tamamuci,doujinshi,one piece,"roronoa zoro, sanji vinsmoke","yaoi, kemonomimi",12,2026-05-23 11:14:20,2026-05-23 11:14:20,2026-05-24 14:25:59
652006,[Tsubakitei (Minase)] Onīsan ♡ Watashitachi (Yuki Ruka) to Asobimasho? [Digital],[椿亭 (みなせ)] お兄さん♡私達(ユキルカ)と遊びましょ? [DL版],Onīsan ♡ Watashitachi (Yuki Ruka) to Asobimasho?,japanese,minase,tsubakitei,doujinshi,,,"kissing, piercing, nurse, anal, crossdressing, shemale, cosplaying, bunny girl, yaoi, tomgirl, blowjob, big penis, male on dickgirl, josou seme, anal intercourse, nipple piercing",38,2026-05-23 11:16:45,2026-05-23 11:16:45,2026-05-24 14:26:11
652007,[名無し] 三世の檻,,三世の檻,"translated, chinese",nanashi,,doujinshi,gag manga biyori,bashou matsuo,yaoi,65,2026-05-23 11:21:47,2026-05-23 11:21:47,2026-05-24 14:26:26
652008,[名無し] 仰げば尊し,,仰げば尊し,"translated, chinese",nanashi,,doujinshi,gag manga biyori,"imoko onono, taishi shoutoku",,69,2026-05-23 11:25:54,2026-05-23 11:25:54,2026-05-24 14:26:38
652009,[名無し] そば漫画まとめ,,そば漫画まとめ,"translated, chinese",nanashi,,doujinshi,gag manga biyori,bashou matsuo,yaoi,17,2026-05-23 11:27:10,2026-05-23 11:27:10,2026-05-24 14:26:51
652010,(C105) [hamata21 (Mishibe Hamata)] First Time ☆ Outcall Escort (Gakuen iDOLM@STER) [Digital],(C105) [hamata21 (みしべハマタ)] 初☆デリヘル (学園アイドルマスター) [DL版],First Time ☆ Outcall Escort,japanese,mishibe hamata,,doujinshi,the idolmaster,"mao arimura, rinami himesaki","big breasts, group, pantyhose, tomboy",78,2026-05-23 11:32:19,2026-05-23 11:32:19,2026-05-24 14:27:05
652011,[丹田酒蔵 / 七紳士]超乳奶牛娘【退役苍蓝星汉化组】,,超乳奶牛娘【退役苍蓝星汉化组】,"translated, chinese",nana shinshi,tanden shuzou,doujinshi,,,"futanari, milf, big breasts, big nipples, glasses, big ass, huge breasts, dark skin, huge penis, cowgirl, hairy armpits, big penis, dickgirls only, gigantic breasts, full-packaged futanari, penis enlargement",22,2026-05-23 11:34:02,2026-05-23 11:34:02,2026-05-24 14:27:18
652012,[Maineko Ruru] Koibana Fubuki [Chinese] [MTL] [Digital],[舞猫ルル] 恋華吹雪 [中国翻訳] [機翻] [DL版],Koibana Fubuki,"translated, chinese",maineko ruru,,manga,,,"schoolboy uniform, group, netorare, masturbation, schoolgirl uniform, ffm threesome, defloration, tankoubon, stockings, lingerie, blackmail, ponytail, rough translation",229,2026-05-23 11:47:33,2026-05-23 11:47:33,2026-05-24 14:27:31
652013,[Fukurou Naru Tori] 新妻七歌の露出妄想3,[フクロウなる鳥] 新妻七歌の露出妄想3,新妻七歌の露出妄想3,japanese,,fukurou naru tori,doujinshi,,,"netorare, cheating, nakadashi, exhibitionism, full color, multi-work series, mosaic censorship, blowjob, bbm, chikan, sole female, ponytail, very long hair",33,2026-05-23 11:49:42,2026-05-23 11:49:42,2026-05-24 14:27:44
652014,[SUZUPONi (Suzunomoku)] Shokushu Uri no Cult Soushuuhen 1 | Cult the Tentacle Dealer Omnibus 1 [Digital],[すずぽに (すずのもく)] 触手売りのクルテ 総集編1 [英訳] [DL版],Shokushu Uri no Cult Soushuuhen 1 | Cult the Tentacle Dealer Omnibus 1,"english, translated",suzunomoku,suzupony,doujinshi,,,"glasses, cervix penetration, ahegao, yuri, parasite, tentacles, ponytail, horns, soushuuhen",61,2026-05-23 11:53:23,2026-05-23 11:53:23,2026-05-24 14:27:57
652015,[Umour] Jimi Megane de Kyonyuu na Jimu no Onee-san ga Jitsu wa Chouzetsu Chijo no Doeroi Onna deshita. [Chinese],[Umour] 地味メガネで巨乳な事務のお姉さんが実は超絶痴女のどエロい女でした。 [中国翻訳],Jimi Megane de Kyonyuu na Jimu no Onee-san ga Jitsu wa Chouzetsu Chijo no Doeroi Onna deshita.,"translated, chinese",,suinose | umour,doujinshi,,,"mosaic censorship, extraneous ads",49,2026-05-23 11:56:35,2026-05-23 11:56:35,2026-05-24 14:28:10
652016,[佐藤想次] 見習い搾精魔女イリス [中国翻訳] [DL版],[佐藤想次] 見習い搾精魔女イリス [中国翻訳] [DL版],見習い搾精魔女イリス,"translated, chinese",satou souji,,manga,,,rough translation,20,2026-05-23 11:57:58,2026-05-23 11:57:58,2026-05-24 14:28:23
652017,[Onigiri to Okazu (Echigooriman)] SEX Personal Trainer no Muhyoujou Kyonyuu Onee-san ni Tantan to Fude Oroshitemorau Hanashi [Chinese],[おにぎりとおかず (えちごおりまん)] SEXパーソナルトレーナーの無表情巨乳お姉さんに淡々と筆おろしてもらう話 [中国翻訳],SEX Personal Trainer no Muhyoujou Kyonyuu Onee-san ni Tantan to Fude Oroshitemorau Hanashi,"translated, chinese",echigooriman,onigiri to okazu,doujinshi,,,"big breasts, muscle, sole female, sole male, ponytail, extraneous ads",43,2026-05-23 12:00:47,2026-05-23 12:00:47,2026-05-24 14:28:36
652018,[FateOrderLess] 附身能力者可是我自己，让假正经的她们暴露下流本性 [AI绘图],[FateOrderLess] 附身能力者可是我自己，让假正经的她们暴露下流本性 [AI绘图],附身能力者可是我自己，让假正经的她们暴露下流本性,chinese,,,doujinshi,,,misc,35,2026-05-23 12:03:05,2026-05-23 12:03:05,2026-05-24 14:28:49
652019,[エイトピーエム]わからせメス堕ち総集編,[エイトピーエム]わからせメス堕ち総集編,わからせメス堕ち総集編,japanese,ozi8 | 12ennogift,eight pm,doujinshi,,,"anal, crossdressing, full color, males only, yaoi, tomgirl, shotacon, soushuuhen, mesuiki, anal intercourse",128,2026-05-23 12:26:52,2026-05-23 12:26:52,2026-05-24 14:29:03
652020,[韩漫] 秘密教学/The Class Of The Secret 303-309 (六)[中文][连载中],,秘密教学/The Class Of The Secret 303-309,"translated, chinese",,,manga,,,"squirting, milf, leg lock, big breasts, spanking, cunnilingus, group, full censorship, story arc, big ass, cheating, breast feeding, harem, full color, incest, huge penis, lingerie, fingering, big penis, deepthroat, webtoon",158,2026-05-23 12:57:35,2026-05-23 12:57:35,2026-05-24 14:29:15
